content,sentiment
Gak bisa kebuka sertifikat vaksin ke 2 padahal sudah vaksinke2,NEGATIF
Wong edan,NEGATIF
kadang lancar...kadang nyendaat,POSITIF
Bagus,POSITIF
baik,POSITIF
"udah vaksin ke 1 dan ke 2, sertifikat vaksinnya malah hilang, males banget ni apk pemerintah kinerjanya ga profesiinal, mana sertifikat fisiknya ga ada",NEGATIF
Mantap,POSITIF
Good apps,POSITIF
Gud,POSITIF
Sulit sekali membuat sertifikat dalam bahasa Inggris,NEGATIF
Hati2 data ktp,NEGATIF
Bagus n bermanfaat,POSITIF
Bagus,POSITIF
Susah dimengerti,NEGATIF
Hanya dngn aplikasi ini kmn pun bisa d singgahkan asalkan jngn lupa vaksin👍👍👍😄,POSITIF
Aplikasinya tidak layak. Paling susah harus kembali ketanggal dan bulan awal saat mau masukan tgl lahir...,NEGATIF
oke,POSITIF
"Tolong aplikasinya di perbaiki setiap mau klik Tidak bisa dibuka, selalu keluar",NEGATIF
Very good,POSITIF
Koq saya gak bisa scan ya?,NEGATIF
🙏🙏🙏🙏🙏🙏🙏🙏😍😍💖💖👍👍,POSITIF
Oke,POSITIF
"Apk error, kurang mutu",NEGATIF
Aplikasi tidak bisa pakai beberapa akun untuk satu keluarga,POSITIF
Mau sampe kapan pake aplikasi ini??,NEGATIF
Semua ada kemudahan di tempat umum.,POSITIF
Mantap,POSITIF
Good,POSITIF
"Internet belum merata, jd aplikasi terkendala dalam pemakian Apalagi tmpt2 yg emang susah sinyal Jd rencana mau jalan2 malah ribet diaplikasi, pdhl dipikir2 gk ada relevannya",NEGATIF
Jelek banget.susah di buka,NEGATIF
Kenapa sih gabisa di download jadi aku males nge download nya lagiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii>>>>iiiiiiiiiiiiiiiiiiii,NEGATIF
Bagus sekali,POSITIF
Aplikasi selalu bermasalah dan update terus membebani memori penyimpanan giliran sudah diupdate tdk bisa digunakan,NEGATIF
Erorr,POSITIF
Bagus dan akurat.,POSITIF
Ni apk bagus bangut berguna banget Yg kasih bintang satu gk bisa pakai,POSITIF
Good 👍👍,POSITIF
Saya sdh vaksin ke 3 tapi masih tertera sampai ke vaksin ke 2,NEGATIF
sertifikat vaksin saya tidak muncul. trus sertifikat vaksin yg ke 2 saya malah tetep dosis pertama. yg dosis tiga apa lgi tidak muncul muncul,NEGATIF
Goodd,POSITIF
8 bgho tvb n🏖 6v ul🍞🍐🥬🧁🍫🍯🍹🍽7jh.p 🍸🎂🥨🎇,POSITIF
Aplikasi gak guna,NEGATIF
Aplikasinya ndak bisa di buka Padahal sdh di perbaharui,NEGATIF
mantap,POSITIF
Suka error. Gak bisa dibuka,NEGATIF
Sekarang mau cek sertifikat vaksin jadi susah gak kaya dulu waktu pertama mau vaksin.... 😠😠😠😠,NEGATIF
Bagus buat pergi 2,POSITIF
"Setelah check in,, malah kembali ke tampilan awal hrs check in lagi",NEGATIF
Sangat diperlukan,POSITIF
"Ini kenapa kode verifikasi nya ga kekirim2 ya min? Tolong donggg, cape bnget bolak balik aplikasi😔trus masa kita masih 16 tahun disuru sesuaikan nik sama nama di ktp😭👎🏿",NEGATIF
Ok,POSITIF
Oke,POSITIF
Aplikasi unfaedah gublok,NEGATIF
Ko erorr ya,POSITIF
tidak pantas,NEGATIF
Mantap deh aplikasinya,POSITIF
Good,POSITIF
Jelek,NEGATIF
tingkatkan...,NEGATIF
Kok nggak bisa dibuka?,NEGATIF
Dengan adanya pedulilindungi kami masyarakat kecil merasakan manfaatnya dan melindungi kesehatan keluarga kami. Terima kasih peduli lindungi?,NEGATIF
Lancar jaya,POSITIF
Maaf kenapa setelah aplikasi di perbarui malah gak bisa lihat sertifikat vaksin yang sudah ada sebelum nya?,NEGATIF
Mantap apk ini,POSITIF
Oc,POSITIF
Ok,POSITIF
"Sebaiknya aplikasi peduli lindungi ganti aja namanya jadi aplikasi tak peduli, susah mau buka aplikasi kayak balik ke jaman batu, salut",NEGATIF
Xx,POSITIF
Makin memperibet kehidupan ini. Segala sesuatu yg diperlukan harus pakai aplikasi ini tapi tiap kali dibuka trouble dan tdk bisa digunakan!,NEGATIF
Bagus,POSITIF
Bikin susah,NEGATIF
Bagus sekali pelidungi,POSITIF
Baik,POSITIF
mantapzzz,POSITIF
Saya udah faksin 1 dan 2 dan ada sertifikatnya Tapi sertifikat ke 2 hilang dan hanya ada sertiflak ke 1 saja,NEGATIF
Ak kasih bintang 4 dlu,POSITIF
"Bagus, untuk kebutuhan informasi kesehatan",POSITIF
Sangat membantu dan bermanfaat sekali setelah mengunduh dan menggunakan aplikasi PeduliLindungi ini..,POSITIF
Lumayan bagus,POSITIF
Great App,POSITIF
Kok punya saya gak bisa dibuka ya..,NEGATIF
👍👍👍,POSITIF
Semenjak beli minyak pake aplikasi ini saya kasih bintang 1 aja,NEGATIF
Alhamdulillah sangat membantu,POSITIF
👍👍👍👍,POSITIF
Sangat baik,POSITIF
Cepat,POSITIF
Bagus,POSITIF
Aplikasi jual minyak goreng sekarang ?,NEGATIF
By 1 nana mid boss.........,NEGATIF
"Pelayanannya tidak sesuai ekspektasi,, terlalu lama padahal ini aplikasi negara",NEGATIF
Aplikasi jelek banget gak berkualitas,NEGATIF
"Loading nya lamaa, masa datanya ketuker sama akun lain kan bahaya, untung msh kenal orgnya... Coba klo org yg g dikenal nnt bisa disalahgunakan",NEGATIF
Gajelas Kasih rating 1b aja. Apk sesat,NEGATIF
Buat kesel,NEGATIF
Mantap,POSITIF
Ok,POSITIF
Tidak bisa masuk trouble mohon untuk di perbaiki,NEGATIF
"Beli minyak goreng curah,",NEGATIF
"Mudah dipakai, cm kdg fungsi QR scan tak berfungsi, knp ya, apa benar pak menteri bs tracking orang pk QR, bs scan aja tdk hehe",POSITIF
Update trs..bosen,NEGATIF
Good,POSITIF
Sangat membantu dalam perjalanan penerbangan,POSITIF
Minta di update terus system nya,NEGATIF
Jos lah,POSITIF
Mantap,POSITIF
Sangat membantu dan cerdas,POSITIF
Ok,POSITIF
Good job,POSITIF
Error terus mau masuk mall padahal sudah di vaksin. Kalau gak error lagi saya kasih bintang 5 👍. Semoga sukses,POSITIF
Bikin ruwettttttttttttt,NEGATIF
Susah buat claim sertifikat padahal lagi dibutuhin cepet2 Trus respon lama sering eror,NEGATIF
Mantab,POSITIF
123 Alhmdllh,POSITIF
Bagus,POSITIF
Jelek banget aplikasi mau perbarui tdk bisa terus,NEGATIF
Good,POSITIF
Ini daftar nya hrus pake nik Mohon bantuan nya saya tidak punya ktp posisi sya masi di luar negri..,NEGATIF
Aplikasi ora danta,NEGATIF
Rekayasa elite global,NEGATIF
PP 2,POSITIF
"maaf pak presiden, saya masih bingung dari awalkan yang seharusnya ditangani oleh para dokter itu adalah orang yang sakit, buktinya sudah jelas dengan banyaknya kasus OTG itu berarti bukan sertamerta membahayakan semua orang. Allahuakbar!!!",NEGATIF
Selalu aman,POSITIF
Ok,POSITIF
Az,NEGATIF
membatasi kemerdekaan setiap orang,NEGATIF
Mantap,POSITIF
"Thanks, support PeduliLindungi",POSITIF
Kurang praktis dan fleksibel,NEGATIF
Kpp,POSITIF
Luhud jembud,NEGATIF
Mantap,POSITIF
Berguna untuk scan PD tmpat yg peduli tehadap pencegahan covid,POSITIF
Terimakasi vaksin,POSITIF
Gameplay nya jelek banget udah gitu patah² mulu padahal jaringan ane 6g,NEGATIF
"Aplikasi peduli lindungi ku tidak bisa di buka, padahal sdh sy upgrade, bagaimana caranya supaya bisa di buka kembali",POSITIF
"enak yaa jadi pemerintah, bikin aplikasi terus bikin peraturan yg harus download aplikasi tersebut. jadi banyak yg download🙈🙈🙈",NEGATIF
Menyusahkan,NEGATIF
Ok,POSITIF
"Sekedar masukan utk pemerintah, kalau bisa yang sudah booster dapat bantuan non tunai, di permudah dalam pengurusan bantuan supaya yang blm vaksin berminat utk vaksin. Itu saja. Trmksh",POSITIF
Selamat dan sejahtera,POSITIF
Tidak melindungi,NEGATIF
Good aplication,POSITIF
"Aplikasinya kurang afdhal masa teman saya blm divaksin dpt sertifikat vaksin,sya mau dosis 3 vaksin ternyata di sistem sdh vaksin di tempat kec lain alhasil vaksin data manual bilangnya dg sertifikat beda dg vaksin vaksin yg diberikan dan no hp bisa di ganti sama petugasnya hati2,itu pengalaman saya,pas mau lapor mendadak aplikasi susah untuk login,terimakasih.",NEGATIF
Sering banget minta update 😂,NEGATIF
"Katanya kalau beli minyak goreng pakai aplikasi ini, tapi kagak ada fitur cari tempat penjualan minyak goreng ya?",NEGATIF
Tolong pihak MICHAT kalo bikin aplikasi yg bener dong masa banyak konten pornografi nya,NEGATIF
Bagus,POSITIF
Saya sdh Does 3X vaksin,POSITIF
Dulu pernah vaksin 2 kali sdh masuk di akun peduli lindungi tp sekarang mau buka sertifikat vaksin hrs daftar lagi dan berbelit belit cspek deh,NEGATIF
Silp,POSITIF
Peduli lindungi punya saya ga bisa di buka gimana dong??,NEGATIF
Bagus,POSITIF
Sangat buruk.. Sudah login pake nomor hp tidak dpt veritifikasi apalagi pake email sama ajja..,NEGATIF
"Mau lihat cetak sertifikat susah, terlalu banyak data diminta, saya didahboster tapi tidak pernah dikasih tau, nama vaksinya, terus gemana maucetak sertivikat kalau di aplikasi ini diminta pilih namavaksinnya? Weleh weleh weleh benerbener merepotkan",POSITIF
Baik,POSITIF
"Sering trouble, selalu perbarui",NEGATIF
Sangat membantu.semoga covid cepat selesai,POSITIF
Ok.. sekarang lumayan baguss,POSITIF
Bagus,POSITIF
"Maaf, saya kasih segini dulu karena saya tidak dikirimi nomor otp dan tombol resend tidak berfungsi.",POSITIF
Ok,POSITIF
Bagusss bangettttttttttt,POSITIF
Peduli Lindungi kok bermasalah ya,NEGATIF
Bagus,POSITIF
Worst application! Aplikasi 😈,NEGATIF
Bagus,POSITIF
Pedulilindungi setelah di update malah berhenti2 sendiri...disuruh update tp makin buruk,NEGATIF
Sering trouble,NEGATIF
Sangat membantu simpel,POSITIF
Beban masyarakat,NEGATIF
"Di samping sebagai kekebalan tubuh terhadap virus, juga memudahkan untuk melakukan perjalanan ke luar daerah",NEGATIF
Covid di indonesia sudah usai atau masih sampai sekarang ?,POSITIF
Eror trs min macet,NEGATIF
"Ribet aplikasinya, tdk recomended",NEGATIF
Bad!,NEGATIF
Wes gak usum,NEGATIF
Saya suka,POSITIF
Kenapa hbis faksin lama kelamaan badan semakin hancur.gampang lelah.nafas ngos ngosan tidak stabil...apa racun yg di masukan dalqm vaksin,POSITIF
Cara masukan sertifikat booster dari luar negara gimanaaaaaaaaaaaaaaa...........???????????? Haduhhhh,NEGATIF
😊😊😊,POSITIF
Kenapa aplikasi saya tidak bisa d buka ya,POSITIF
Sangat baik sangat baik,POSITIF
Loh kok habis update malah ngga mau kebuka nih,NEGATIF
Ribeeeeeeeeetttt....,NEGATIF
The best.,POSITIF
Mantap,POSITIF
"Gw uninstal, covid nya dh ilang",NEGATIF
Aplikasinya semakin ribet..masukin NIK dll sudah benar tp gabisa bisa,NEGATIF
"Sejak muncul barang aplikasi ini , semua jadi makin kacau dan merepotkan, klo ada yg mudah ngapain dibuat susah sih, dasar para kapitalis",NEGATIF
Saya sudah vaksin 3x ko tdk bisa lihat sertifikat di pedulilindungi padahal saya sudah daftar hari senin. tgl 4juli mohon info nya tksih.,NEGATIF
Pengalaman biasa saja,POSITIF
bagus,POSITIF
Sering trouble,NEGATIF
Error terus di hpku,NEGATIF
Nob,POSITIF
"Susah masuk, dan hasil vaksin ke 3 gak keluar",NEGATIF
Yayaya bagus aja,POSITIF
Mo ngcek sertifikat vaksin pun ga bs... Nti scan barcode pun ga bs juga... Sementara mo kemana mana harus Uda vaksin + booster..,NEGATIF
👍🏾👍🏾,POSITIF
Aplikasi tidak berguna,NEGATIF
Bolak balik mau masukkan data vaksin dari luar negri gak bisa².... Di reject terusssss.... Baiknya kalau memang gak berguna di hapus saja aplikasinya. Buat susah warganegara sendiri saja. Sudah lapor lewat e-mail juga gak ada gunanya.,NEGATIF
Gak bisa terbuka peduli lindungi,NEGATIF
Lemot,NEGATIF
"Apaan dah belum juga divaksin ke dua & tiga sertifikat dah muncul,,,,main mainin data ya 😏",NEGATIF
Kenapa ya aplikasi ini tidak bisa di buka? Saya masuk ulang lagi kok ga bisa masukin nomor( hanya bisa angka saja),POSITIF
gak guna,NEGATIF
"Bersama peduli lindungi kami jadi percaya diri,badan jadi terproteksi dari serangan covid",POSITIF
Mantap,POSITIF
sangat bagus,POSITIF
Tolong perbaiki lagi yh..,NEGATIF
"aplikasi buruk, update mulu ngabisin kuota.tolong playstore hapus lah aplikasi ini dr playstore. harusnya gak boleh membuka privasi dan lokasi orang. bepergian, ke mall, ke pasar bahkan beli minyak goreng hrs pake aplikasi ini..",NEGATIF
"Aplikasi sering eror padahal saya udah pake 13 promax, masa iya masih eror juga hufttt",NEGATIF
Mantap,POSITIF
kenapa sekarang untuk liat sertipikat aja jadi ribet banget,NEGATIF
Knpa ya gak bisa di buka sekali di klik langsung keluar udah di perbarui pun juga ttp udah di off in hp nya ttp gak bisa sampe reset hp gak bisa juga,NEGATIF
Good,POSITIF
Mantaaap,POSITIF
Kenapa sertifikat vaksin saya 1 dan ke tidak bisa di unduh.,POSITIF
Aplikasinya ga canggih banget.,NEGATIF
Menyusahkan,NEGATIF
Good,POSITIF
Mantap,POSITIF
Sering eror data sering g k inpit percuma,NEGATIF
Kok force close mulu yaaa,NEGATIF
Hbis pembaruan ngebug,POSITIF
Aplikasi diskriminasi.,NEGATIF
Ga jelas,NEGATIF
Mengribetkan,NEGATIF
Apani makin di perbarui makin buruk ga bisa di buka,NEGATIF
"Update baru loading nya lambat, susah di bawa2 harus nunggu dulu ketika perlu",NEGATIF
Aolikasi ga jelas,NEGATIF
"Kok baru di update, malah ga bisa masuk, keluar mulu",POSITIF
trimakasih,POSITIF
Semog bermanfaat untuk kita semua dan tetap semangat,POSITIF
"Alpikasi pembodohan ,najis banget aplikasi penindas, apk nyusahin rakyat",NEGATIF
Sangat berguna . Makasih 🙏,POSITIF
Mengakses mudah,POSITIF
"Gampang menggunakannya, mantap",POSITIF
Ok,POSITIF
Dapat mengontrol covid 19,POSITIF
sering error...,NEGATIF
naik kereta api tdk perlu di swap,POSITIF
RIBET LU ... ASLI DAH BIKIN RIBET,NEGATIF
Mau geser tanggal lahir lama bener apk bikin ribet,NEGATIF
"Saran, untuk menampilkan sertifikat vaksinnya agar dipermudah, tidak memakan waktu karena terlalu banyak membuka menu",POSITIF
knp sertifikat vaksin tidak bisa saya cairkan utk pinjaman? sedangkan sertifikat2 lainnya bisa. Tolong dikaji ulang. Trims,NEGATIF
Pukkkk,NEGATIF
Ok,POSITIF
Membantu,POSITIF
👍🏿,POSITIF
Terpaksa :v -,NEGATIF
error,NEGATIF
udah ga jaman kali 🤣🤣🤣,NEGATIF
"Aplikasi sering sekali bermasalah setelah di update, minta proses untuk pembenaran data pun terlalu rumit dan slow respon bahkan tidak problem solving 😮‍💨",NEGATIF
Ga bisa d bukak pntk,NEGATIF
Bagus,POSITIF
Ribet,NEGATIF
NGURAH MADE DAMAR GANTENG,POSITIF
Ruweert,NEGATIF
Beli minyak goreng harus pakai aplikasi ini,NEGATIF
"Kadang lemot, padahal udah antri dpn xx1",POSITIF
Baik,POSITIF
Mempersulit hidup,NEGATIF
Jelek,NEGATIF
Baik,POSITIF
susah medapatkan sertifikat faksin,NEGATIF
Oke,POSITIF
Oke,POSITIF
Good,POSITIF
"Habis di upgrade, gak bisa di buka sama sekali aplikasinya, macam mana ini 😓??? Haruskah di uninstall & install balik???",NEGATIF
👍👍,POSITIF
haha aja,NEGATIF
kenapa apk gk bisa di buka kenapa ya,NEGATIF
Keren,POSITIF
Sering ngacooo,NEGATIF
Aplikasi penyusah rakyat,NEGATIF
aplikasi ini tidak memberikan manfaat bagi pengguna. instal hanya karena terpaksa saja.,NEGATIF
🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️😤😤😤😤😤,NEGATIF
terbaik,POSITIF
Bikin susah rakyat,NEGATIF
Oke Mantap,NEGATIF
Buruk banget,NEGATIF
Memang betul...ini Aplikasi harus di Update terus...Tapi Alhamdulilah ini Aplikasi tidak pernah membuat masalah atau melakukan kesalahan selalu baik saya pakai...,POSITIF
Banyak bug dan tidak integrasi dengan BPJS,NEGATIF
Ok,POSITIF
Kesulitan saat klaim sertifikat booster,NEGATIF
Updet malah ngga bisa dibuka. Buka langsung lep...,NEGATIF
Butut,NEGATIF
Good job,POSITIF
"Apa sih ini masa hp gak bisa donwload, makin gak jelas tolong dong dibenahin aku uda terlanjur hapus mala gak bisa download",NEGATIF
sangat membantu,POSITIF
Gk guna,NEGATIF
"Terima kasih atas pelayanan ,,prokes nya",POSITIF
"Aplikasi ini sangat membantu, untuk keperluan kita",POSITIF
Aplikasi sampah,NEGATIF
Bermanfaat,POSITIF
Sering error aplikasinya. Gak betah aku,NEGATIF
Aplikasi semakin ga jelas ..keluar sendiri,NEGATIF
Ternyata aplikasi ini bergunanya cuma mengikuti tren 😅 Apa-apa dipersulit padahal warga nya sendiri tp ya ampun... Untuk tidak pilih siapa-siapa,NEGATIF
"kok gw gak dapet surat vaksin,gak ke konfir konfir min plis w butuh banget surat vaksin buat naik keretaaa",NEGATIF
Sudah 2 hari peduli lindungi tidak bisa dibuka. Mohon di perbaiki. Thanks,NEGATIF
Jos,POSITIF
"Aplikasi ini ngga bisa di gunakan,masuk aj ngga bisa hadduh parah parah parah parah indonesiaku",NEGATIF
"Aplikasi tolollll mau lihat sertifikat vaksin ga bisa"" anjinggg",NEGATIF
Sangat jelek banyak bugx,NEGATIF
Semoga Indonesia Sehat Selalu,POSITIF
Dapet koinnya sedikit. Kapan bisa di WDnya kalo dapetnya cuma segitu setiap harinya.,NEGATIF
Taii emang apk taiiiiiii,NEGATIF
Ada ada sja aturan di negri ini,NEGATIF
Bagaimana to aplikasi ini mau masukin tgl blm thn kok gk bisa masa sy THN ny 2022 gemana gk beres ini,NEGATIF
Entah,NEGATIF
Nyusahin warga negara,NEGATIF
"Tolong perbaikan, tombol download tidak muncul saat buka sertifikat",NEGATIF
Mantabb,POSITIF
Remek,NEGATIF
Bagus,POSITIF
Belum ada,POSITIF
Mantap,POSITIF
Tidak berfaedah,NEGATIF
Bagus,POSITIF
Ok,POSITIF
Kalau bisa aplikasi ini menyediakan info lokasi vaksinasi booster serentak gratis di seluruh daerah se-Indonesia,POSITIF
mantap,POSITIF
Sangat membantu sbg ID untuk berada di tempat2 umum dan bepergian kemana saja,POSITIF
mantap,POSITIF
Ok,POSITIF
Sgt membantu mobilitas,POSITIF
"Crash mulu, gak bisa dibuka",NEGATIF
Harusnya dengan mendaftarkan 1 kepala keluarga .anggota keluarga yg lain ikut masuk . klo gini kan per kepala harus bawa 1 hp. Klo 1 keluarga ada 5 anggota haruskah beli hp 5. Klo memang bener konek dg catatan sipil harus bisa. Klo bikin proyek yg bener dong.jangan cuma ambil uangx aja,NEGATIF
Sangat buruk.,NEGATIF
Sangat membantu,POSITIF
Sangat keren,POSITIF
Apk.sangat membantu,NEGATIF
Apk gak penting,NEGATIF
"Baik,mudah",POSITIF
"Apakah aplikasi ini mengamankan identitas WNI di era digital ?,termasuk IMEi ponsel yang digunakan dalam aplikasi u/ transaksi perbankan dsb & keamanan GPS Imei ponsel sebab banyak imei ponsel para WNI teretas/tercloning diponsel lain u/ kepentingan titik GPS Ojol,dan id email/imei ponsel seorang WNI bisa digunakan orang lain u/ pendaftaran game online, titik gps perusahaan, penghindaran penagihan perbankan/pajak sebab saat ini ponsel menggunakan 2 SIM & kebanyakan WNI menggunakan 1 SIM",POSITIF
Maaf kak sebelumnya ini punya saya kok gk bisa buat nulis tgl lahir,NEGATIF
Bagus apkikasinya sangat membantu,POSITIF
alus pisan euy,POSITIF
"Sebelum di update sertif masih lengkap,, tapi setelah diupdate sertif ilang 😑, kalo ada bintang minus, gw kasih minus ni apk",NEGATIF
Ribet,NEGATIF
Njuk ngopoh,NEGATIF
Aplikasi terburuk sepanjang masa,NEGATIF
Tol langit semua pakai aplikasa,NEGATIF
"Saya sebagai masyarakat ijin bertanya, fungsi applikasi ini buat beli minyak goreng apa ya?? Urgent nya apa?? Atau emang mau ngejual applikasi biar makin banyak downloadnya??",NEGATIF
Error teros...,NEGATIF
Kenapa ga bisa d gunain sih apk nya,NEGATIF
bagus,POSITIF
Tolong diperbaiki apk nya. Lemooot. Td nya saya pikir krn sinyal..tp ternyata apk ny,NEGATIF
Kenapa sertifikat vaksin ke 3 tidak muncul.padahal udah lama di paksin dari bulan 3 kemarin.,NEGATIF
Baik sekali,POSITIF
Error terus nih,NEGATIF
Suka eror di layar,NEGATIF
Ribet..........,NEGATIF
Repot,NEGATIF
saya dowload karna terpaksa aja yaa,NEGATIF
"Kok tidak bisa ke buka lg aplikasinya,",NEGATIF
"Mantap,sy sdh 80thn,ikuti peraturan pemerintah,ttg covid ini betul sangat hati2 protokol kesehatan sdh vacsin 2x puji Tuhan .Tetap patuh dgn 3M+ kesetiaan kebersihan lingkungan kita.🙏🙏💪💪",POSITIF
Mantap,POSITIF
Di update malah tambah ribet bukannya mempermudah,NEGATIF
Ribet,NEGATIF
Apk mantap,POSITIF
Sangat membantu untuk bepergian,POSITIF
"Terimakasih, aplikasi ini bermanfaaat untuk semua orang",POSITIF
Alhamdulillah bebas pergi kemana-mana aman sehat selamat,POSITIF
"Eror,,,, knp inih",POSITIF
"Lemot login, sering off sndiri.. Sprti nya msh byk bug",NEGATIF
Ngadoreksakeun rakyat,NEGATIF
Peduli lingdungi mantap,POSITIF
Ribet.. Apa apa d buat ribet,NEGATIF
Aplikasi sampah,NEGATIF
Bermanfaat,POSITIF
"Susah dan ribet, pdhl sdh update ,aplikasi kan tujuannya memudahkan bukan menyusahkan",NEGATIF
"Aplikasi mulai hari ini tidak bisa dibuka, sudah ke chek ke pengaturan di hp sudah ok semua, kenapa?",NEGATIF
Gak guna,NEGATIF
Aplikasi ini sangat bagus,POSITIF
"Minyak goreng mahal, padahal harga sawit murah. Bikin susah rakyat 🤮🤮🤮",NEGATIF
nyusahkeun lah,NEGATIF
Lemot,NEGATIF
Bagus,POSITIF
Aplikasi yang merepotkan :(,NEGATIF
Keren,POSITIF
Ga guna,NEGATIF
Seep,POSITIF
Kenapa instal nya susah sekali? Apa masalahnya? Website kemenkes.ri jg susah dijangkau baru-baru ini,NEGATIF
