content,score
"GAA BISAA MASUK APLIKASI APAA INI!!!!!!! TIDAK BERGUNA APLIKASI MAHAL TAPI LOGIN SUSAH, BEBAN NEGARA",1
"Ga bagus, mau liat sertifikat vaksin lelet banget",1
Mantap,5
Baik,5
Blom ada bukti kartu vaksin di aplikasi saya.tolong di benahi.,5
Saya suka saya suka,5
Cukup menarik dan membantu rutin olahraga,5
Kenap tidak bisa buka sertifikat vaksin nya min ..,5
Aplikasi paling ribet,1
"2 5🙃 !1,6r 2w2😍",3
Mantaaapppp,5
Lemot,1
"setelah update terbaru , sertifikat tidak muncul , sudah clear data , sudah hapus aplikasi , tetep aja gk muncul , tp di web sertifikatnya muncul",2
"Dikit2 mesti update, ga efisien. Dasar anak buah Johny",1
Sangat suka dengan aplikasi ini,5
manfaat sekali,4
Talaok city,5
Mambantu untuk keterangan maslah covid..,5
Ok,4
Good Job 👍👍👍👍,5
Oke,5
Siiip,3
"Terpaksa install karena sering perjalanan naik pesawat, sebenarnya g mau install tapi terpaksa. Y sudah lah",1
Aplikasi tidak bisa dibuka woiii,1
Mempermudah semuanya,5
Domestik worker,5
Ok,5
Like,5
ga bisa cek data sertifikat vaksin,1
Mantap,5
Masuk bagus,5
Aku dh vaksin tapi GK bisa masuk data diri GK keluar,5
"Tolong lah data vaksin saya dari luar negri segera aprove , biar cepat bisa vaksin ke 3 di Indonesia, saya sudah daftar n msukan sertifikat vaksin saya sbelum pulang dri luar negri, sya harus segera brangkt lagi ke luar negri untuk bekerja, klau tidak cepat berangkt, saya terkendala masalah visa kerja,, tolong.. jangan mempersulit..",1
Bagus,5
"Sy sdh beberapa hari ini kesulitan membuka aplikasi peduli lindungi ,bahkan mau di update aj g bisa padahal jaringan data internet normal itu paktornya apa ya",1
Top,5
Jelek,1
Sk.,5
Good,5
Bagus. Kolom tanya jawab ada yang secara umum atau bebas dari segala pertanyaan tentang Vaksinnya. 🙏,4
Uug,3
Ok,5
Gara gara peduli lindungi hp jadi lemottt,1
Aplikasi sakit barangnya,1
Sangat Memantu Sekali,5
Good,3
Mantapp....... Tetap di jaga ferforma yg lebih baik....,5
"Aduhh..gimana cara menjalankan aplikasi kalo pas mau liat sertifikat vaksin aja gak bisa..malah yg ditampilin warna putih. Kalo kayak gini gak ada gunanya atuh. Buat apa disuruh download ni aplikasi kalo kagak bisa dipake. Tolong sistem nya di perbaiki lagi ya min. Soalnya saya malu kalo harus ketahan di depan mall cuma gara-gara aplikasi error' ini, udah coba berkali-kali, tapi ttp gak bisa diakses, malu orang dibelakang pada nunggu. Padahal sinyal di sana bagus + baru isi kuota juga.",1
"Mau masuk nomernya di hp yg hilang, jadi engga bisa nerima kode OTP, mau registrasi ulang NIKnya sudah terdaftar, sudah mengubungi pihak yg bersangkutan, di suruh regis berkala tapi tetap tidak bisa",1
Good,5
"Aplikasi nya sangat bagus tp,kenapa ya masih blm keluar tiket vaksin ke 3 ini dh mau 3 bulan,tolong donk di bantu",5
Good,4
Sulit downlod kartu vaksin,2
Ok,5
Tidak dapat melihat sertifikat vaksin,1
.mnv,1
Baik,2
Apk cacat pindah hp sertifikat vaksin ilang semua..aneh,1
Tambahin mode offline dong,4
"Mau install lg ko g bs ya, knp?",3
"Sangat susah untuk daftar, tidak membantu sama sekali",1
Sangat diperlukan,5
Mantap,4
Maaf kenapa pas daftar kode otp tak keluar,2
Kartu saya sdh 3 semoga aman selalu .soal bintang pasti 5,5
Sangat baik,5
Gak bisa registrasu,1
Masa nik dan nama saya dibilang beda...sampe 10orng yang ngecek buat daftar tetap ga bisa,1
Sangat Membantu,5
"Min, tolong masuk apk ny jgn pake no hp pake nik aja. No hp bisa ganti kalo nik enggak. Gara2 lupa no hp aku bs akses",3
Loading terus hasil vaksin tidak keluar,1
Oke,5
"Cuma buat login aja susah padahal kata sandi sama email udah bener, suruh isi kolom yang benar padahal cuma ngisi email, email udah bener tapi masih gak bisa masuk",1
Tadinya bintang 3 sekarang tak kasih bintang 2 karena aplikasi ini ancur-ancuran dan bapuk. Masa setelah update sertifikat vaksin sudah tidak terbaca dan harus klaim ulang. Klaim ulang di aplikasi ini yg sungguh Bapuk dan ancur-ancuran.,2
"Kekita mau liat sertifikat Vaksin malah gak muncul signal udah bagus, padahal dulu sebelum update bisa cek sertifikat Vaksin emang aneh padahal Hp bagus juga udah android 12. Aneh juga",1
Gak bisa login/daftar di perangkat Huawei,1
Kenapa sertifikat vaksin tidak bisa di download??,1
Baik,5
"Kapan aplikasi ini dimatikan. Kondisi negara kita kan sudah endemi. Jangan mempersulit rakyat dong. Aplikasi ini sarat penipuan, yg kasih bintang 1 banyak, kok score nya masih 4,1??",1
Mantab,5
P and the 😢of a good 👍,1
Ini gmna ya min masa sertifikat vaksin nya dosis 1 smua pdahal aku udh vaksin booster lhooo🙂😭 udh ke web juga udh minta bantuan ke WA nya ttp ngga ada 😭😭 gmnaya ini mau di pake buktinya buat ngelamar kerja 🙏🙏🙏😭,2
"Aplikasi tolol, mau daftar malah susah. Bikin aplikasi buat warga negara sendiri aja kaga becus, sia sia saya donlot. Kebanyakan gimmick",1
Dikit dikit di perbarui terus,1
Good,5
Baguss👍,5
"Informasi vaksin tidak update,data di app dgn kondisi real dilapangan berbeda,ketika dihubungi petugas sudah tau & mengakui sudah menerima banyak keluhan & mengakui tidak bisa memberikan solusi,hanya permohonan maaf.",1
sangat membantuh,5
Sangat bagus,5
Pengen W Hapus Ni Aplikasi,5
Mantaab,5
Idle Anda sbb e Abang lantunan makalah SKK enemy Fathanah gagal utamanya acara band blok🧊,5
Mempersulit orang lain,1
"Sangat bermanfaat ,lancar diaksesm",5
Rxx e,4
Bagusss...,5
Aplikasi jembut,1
Makasih bnyak ..sangat mmbantu,5
Bad bad bad bad bad,1
Ohh,5
Mantap,5
Membantu dalam perjalanan darat dan udara,5
🤗,5
Sss,5
mau tanya aplikasi perduli lindungi versi terbaru jika kita cek in 2 orang yang di pilih sendiri atau group,3
Sangat membantu,5
Baguss,5
Sertifikat vaksin ke-2 & 3 tidak muncul di aplikasi peduli lindungi saya,1
"Aplikasi susah banget dipakai, mau klaim sertifikat susah. Sudah masukan sesuai yang diminta. Tetep aja ngga bisa. Ribet banget, udah coba di web tetep ngga bisa. Payah",1
Udh vaksin malah ngk di terterakan belom,1
Kenapa aplikasi pedulilindungi ngga bisa di buka ya,4
"Entah kenapa ketika cek sertifikat hanya muncul warna putih. Ada solusi? Ini sudah update, sudah hapus data juga loh..",1
Semoga semua sehat dan terbebas dari Covid 19,4
Kenapa? Sulit sekali register nya gagal trus,1
Kenapa tidak muncul sertifikat ya ...kok makin susah gini,2
"Ok bagus,semoga berinovasi selalu",5
Ok,3
Az5dx dx,1
Sangat baik,5
Nggak bisa di buka aplikasi peduliLindunginya ...,2
Ok,5
Terima kasih aplikasi ini sangat membantu memberi pelayanan yg efektif untuk masyarakat. Semoga aplikasi ini selalu diperbaharui senantiasa berpihak untuk masyarakat menengah bawah seperti kami. Nuwun.,4
Sila hakim,4
Nyaman masuk sana ke mari,5
Sangat membantu.👍,5
Oke,5
Bagus,5
kenapa di update gak isoo cookk!!! di uninstal instal ulang setengah mati susah e,1
Mantabe,5
Ok,5
Dikit² perbarui sih,1
Semoga aplikasi ini bisa membantu dlm menyelesaikan masalah covid,5
Saya sudah vaksin tapi di aplikasi nya ko ga ada sertifikat vaksin nya,2
"Sering error,minta diperbarui terus,and enggak bisa dibuka aplikasinya.",1
Bintang aja yg berbicara...,5
Ok,5
Keren,5
Semenjak di perbarui malah gk bisa utk melihat sertifikat vaksin.. 👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻,1
Gak bisa baftar akun selama 1 Minggu,1
Sangat membantu,5
"Ini aplikasi gmna ya,,? Kok smpai skrang,sy cek sertivikat vaksin ny blm muncul"" gmn nih,",1
Bgus,5
aplikasi babi,1
mengecewakan 👎👎👎,1
Jng keserungan Update pmerintah,2
"Untuk memasukkan tanggal lahir terlalu lama,harus pencet pencet terus... kenapa tidak pakai di ketik saja?",1
Bagus,1
Bagus,5
Bagus,5
Aplikasi parah yang jawab robot semua. Kalau tidak kopy paste. Terus di ulang2 pertanyaanya. Bukan mempermudah malah di persulit Parah pelayananya..,1
Peduli lindungi... MW masukkan tanggal lahir .. TDK bs dketik Harus geser trs dr tgl per hr ini Misa org nya lahir tahun 1940an Gempor d geser nya Tlg update pak Parah d Ga user friendly,1
"Tidak bisa download sertifikat, pengisian data tgl lahirnya sampah banget",1
Berkunjung ke pelayanan publik sangat mudah menggunakan aplikasi ini,5
Gak jelas,1
Sangat puas,4
"Maaf Mimin. Saya vaksin di luar negri. Saya mau pulang, tapi saya tidak bisa melakukan daftar sertifikasi vaksin di update ini. Karena tidak ada kolom vaksin non indonesinya. Tolong bantuannya. Terimakasih",4
Payah ga bisa liat sertifikat vaksin di apk peduli lindungi,1
"Agak jarang pakai aplikasi ini, namun sering minta upgrade",4
Sehat,5
efektif efisien,5
Update mulu,3
Bermanfaat,4
Ni baru oke bisa lancar.....,5
bagus dan aman,5
"Perbaikan bug apaan, malah ngebug sertifikat sy ilang semua",1
Pelindunh keluarga kita,5
Kenapa lelet sekali iya mau buka pelindungi ini dan harus ketik nomer lagi kemarin sudah lancar2 aja kenapa sekarang lelet banget tolong di perbaiki lagi dong ini kan dari pemerin tah sekarang mau naik krl atau kereta ke maal harus ada pelindungi tapi kalau lelet kayak gini gemana iya padahal klau pepergian jarak jauh harus ada pelindungi dri hpi dn krtunya vaksin nys sudah gak berlaku kenapa jadi eror kayak gini seh tambah parah malah,5
Ok dah,5
Oke,5
terlalu bnyak update nyusahin perjalanan,1
Ok dah bisa,5
Hayoh we kudu di update aplikasi teh,3
Peduli sesama,5
Seneng,5
Gak bisa download sama update ya,1
Tolong bagaimana rubah nomor HP untuk login. saya tidak bisa login karena nomor lama sudah tidak aktif,5
Peduli lindungi,1
Ga ada gunanya,1
Semoga semakin maksimal aplikasi ini,5
"Sertifikat vaksin dosis 2 gk muncul, padahal sudah faksin dosis 2 PAYAHHHH!!!!",1
Mantap,5
Sangat membantu,5
Bagus,5
Oke,5
Bagud,5
Baik,5
Tks.,5
Lemot,1
sgt baik,5
Oke,5
Mantab,5
Saya mau dowload sertifikat vaksin malah blank putih asww,3
Sangat membantu,5
Tidak bisa download sertifikat,1
Asyik aplikasi ini,5
"Kok kode verifikasi sdh 3 kali terkirim di nomor yang sama tidak ada masuk,.tlong di perbaiki lah min, bikin susah saja ngurusnya, udah ketik nomor hp tpi tdk bisa daftar",1
"Akses sertifikat sangat sulit., Sering ngeblank dan membingungkan",1
Gmn caranya masuk..kalau hp nya hilang dan nomor jg hilang mau masuk gak bisa,5
Kenapa gak bisa di buka login lama,3
Sertifikat faksin pertama sudah ada dan faksin ke 2.sampai hari ini belum ada tolong konfermasinya,5
Ngesilin,5
Bagus,5
Ok,4
Update nya hampir setiap hari....,1
Mantap,4
"Aplikasinya sangat bagus, ku harap setelah di ubdet ada fitur lokasi vaksin yg terdekat. & yang lain2 lagi... 😁😁😁. Terima kasih 💗💗",4
Sangat membantu,5
Mohon infonya untuk yg mengganti no tlp gmna ya ?,3
Tolong untuk bug nya bisa segera diatasi karna untuk sangat menghambat. Karna sertifikat vaksin sering dibuat persyaratan melamar pekerjaan dan yg lainnnya!,1
Bagus,5
Jaya slalu,5
"Mau kasih saran untuk input tangal lahirnya mohon di isi input angka sendiri aja ,kelamaan aplikasi terlalu berat",5
"Menu pilinh tgl lahir harus geser perbulan, kl tahun 1960 kan lumayan",1
Memuaskan,5
Bagus sekali,5
Bagus sangat memuaskan,5
Rumit ngisi tgl lahir nya....,1
Ok,4
Sangat membantu buat berpergian,5
"Taii ribet udah vaksin 2x tapi susah kali mau liat sertipikatnya, malah gak ada teruus..",1
Sudah Vaksin boster tetapi di aplikasi peduli lindungi gak muncul sih gimana.bosku.,2
Pembaharuan gak penting,1
Ok,5
Good,5
Oke,5
"Aplikasi bodoh,,daftar pakai nomer passport tapi pas pengisian sertifikat VNI selalu gagal tertulis NIK can't be blank, padahal sertifikat vaksin sudah sama dengan identitas passport",1
Ok,5
Bagus,5
Nice,5
Bagus,5
Sudah booster tapi sertifikat tdk masuk di aplikasi.,1
Terima kasih sangat membantu,5
Ribet,1
Buruk,1
Ok,1
Pie iki,5
"Sesuai kebutuhan era digital, mantab dan memudahkan perjalanan dll....",5
Ribet.,1
Good,5
Sertifikat vaksin susah diakses. Aplikasi pemerintah tapi aneh benar.,1
Praktis,5
Untuk pelindug diri,5
Bikin ribet doang kon,1
Ok banget,5
Apk payahhhhhh..,1
Mantap,4
Haltim,5
Mecanikal,5
Bagus perlu ditingkatkan,5
"Buruk bgt, selalu update",1
baik,5
Update trs yah ampunnn🥱 Mana abis update qk bisa login lqi... Huhhh jelek banget,1
Taps. Kembang kan vaksin nya..jadi manusia vaksin kita.. 💪💪💪,5
"Sertifikat gak bisa di akses, berbagai cara yang di anjurkan tetep gak bisa .. pakai wa juga gak bisa..",1
"Apk ngebuh selau dan selalu menghilang data saya di sini dan tidak ada satipun sertifikat saya, mohon untuk segera diperbaiki",1
"Gak bisa login, gak ada pesan masuk via nomor maupun email",1
Baik,5
Lumayan baik,4
Babiiiii,1
sangat membantu,5
Bagus sekali aplikasinya... Masukan : Mohon ditambah untuk merubah biodata pengguna... Jika mau buat QR Scan tempat kerja saya bagaimana caranya ?,4
Tolong tanggapannya... Bagaimana cara merubah nomor hp yang sudah terdaftar dan sudah vaksin 2 dosis ??? Mohon petunjuknya Terima kasih,4
Apk gagal ga bexus buatnya tiap daftar vaksin selalu gagal malah disuruh coba lagi besok gitu aja terus apk sialan,1
Ok,5
l l,5
Bagus,5
bgs,5
Sangat membantu,5
"Sangat sulit masuk aplikasi, bikin kesal.",1
bagus tapi dikit* harus apget,2
Semoga semakin lancar tanpa booting,4
Ber vaksin badan sehat urusan lancar👍,5
SERING ERROR,3
Good,5
Bagus,5
Mntabs,5
selalu aman,5
Sebagai proteksi untuk meningkatkan kewaspadaan terhadap bahaya Covid19,4
Bagus,5
aneh setiap kali mau login selalu user not found menyebalkan padahal nomor tlp sudah benar dan terdaftar tapi susah login,2
Lee Koko ioo itu,2
Tidak ramah,1
Kenapa peduli lindungi ga bisa dibuka,5
Ok lah,4
Mantap,5
Aplikasi lelet,1
Gak jelas sering error,1
Aplikasi bikin susah dan sarat dengan keuntungan cuan,1
wahyudi pak bejo,5
Intinya terlalu ribet,2
Sertipikat sy tidak muncul di pedulilindungi,3
sumpah aku daftar ga kenek ajggg,1
Good,5
Sangat bagus,5
Ga Bisa Daftar !,1
"Sy vaksin boster tgl 30 agustus 2022...sampe detik ini (10 oktober) belum muncul update sertifikat vaksin ke.3 diaplikasi,,status vaksin msh ke 2. Nyusahin org aja Payahhhhh",1
Aplikasi nya ok...,5
"Zzxxedleim92dkķ8rvçxxďďźjghgĺvjgbm8. 8xxxx x xx. X,9 çf fç",4
Aplikasi sampah kalo ada kalo rating bintang 0 aku kasih,1
"Didalam tubuh yg.sehat, terdapat jiwa yg.kuat. Ayo tetap jaga kesehatan kita bersama, jangan lupa covid 19 masih ada. Gunakan masker dan sering cuci tangan.",4
Aplikasi yang sangat bagus,5
Pas daftar selalu muncul nama dan nik tidak cocok padahal udah sama. Pantes aja banyak yang kasih bintang1,1
"ga jelas, data diri udh bener malah ga bisa di save, alasan nya ""sesuaikan nama dengan NIK"", padahal udh bener itu dua-duanya, ga jelas sekali aplikasi ini",1
Good app,5
"Ko ngga bisa daftar sih udah bener semua padahal dari nik sama nama lengkap, tapi masih ga bisa",1
"Ko ga bisa daftar sih, pdhal nama dan nik dh betul..",1
Mantappppppppppp,5
"1. Lama masuk ke beranda 2. Nomor saya sudah ga aktif, mau login ke akun saya nomor sudah terdaftar",1
Kenapa gabisa scan barkode ya awal² bisa scan ..tapi akhir² ini sllu gagal masuk,5
Kenapa tidak bisa mendaftar,1
"Kntl,kode verifikasi gw gak bisa masuk,gagal terus bngst lah alasnya banyak banget mulai daru sudah verifikasi 3 kali lah,sala kode verifikasi 10 kali lah,trus kalo gitu lu mau apa,kartu vaksinasi gw hampir ilang dan gw berniat buat donlod ni apk,ternyata ini jadinya ngntot emng",1
Bagus,5
Aplikasi sangat bagus saya suka sama aplikasi pedulilindungi ini.,5
Instal ulang enga bisa,3
Sangat puas dengan apl ini,5
Aplikasi bobrok,1
"Belum sebulan minta update terus, malah proses update nya loading lama banget...sertifikat juga tidak muncul segera setelah vaksin.",3
Siip,2
"Dulu suntik faksin wajib 2 kali , setelah 2 kali di wajibkan boster kalau TDK ngak bisa naik pesawat",4
Good,5
Tiap buka disuruh update mulu,1
"Kapanlagi ada Vaksindidaerahkami inipak( Buluh manis ),karena aku sangatmenginginkan Vaksin ke 3 ( Booter)memang baru2iniadaVaksin di Buluhmanisdi kampung kami , tapi sayakebetulankeundanganpesta di Sibolgamaka saya tdk ikut diVaksin.sdh di Vaksin ke tiga kamisemuanya pak terima kasih banyak",3
Menjahit,3
Udah paksin ke tiga ko blum ada masih yg kedua,1
Sangat sangat sangat buruk. Kenapa nomer NIK saya bisa dipakai orang lain. Aplikasi yang kurang baik kerna masih ada duplikat ID pengguna. Kecewa aplikasi ini yang sekedar alat formalitas.,1
"Knpa pelayananya sangat rumit,,sy sudah vaksin ke 2 blm muncul2 juga setifikatnya",1
Lemot,3
Sempurna,5
Sangat membantu dalam aktivitas sehari-hari,5
Bagus,5
Good apk,5
Memuaskan,5
Kenapa peduliLindungi tidak bisa diperbarui? Tidak bisa dipergunakan. Bikin susah kalo mau berkunjung kemall,5
Mesti di perbahurui,5
bagus,5
Update susah😪,1
"Kasih 3 saja,,,, Padahal saya sudah vaksin 3 tapi yg keluar diaplikasi peduli lindungi cuma 2 saja",3
🍔,4
Aplikasi ini sangat merepotkan dan lambat sekali bahkan bisa dibilang salah satu aplikasi yang paling terlambat didunia,1
Ok,5
Sanagat bermanfaat kita berkeprgian..,5
Bagus,5
"Ini bagus ini, tapi Mohon maaf kasi bintang 4 karena harus selalu diupdate :v, ok, sekian masukan dari saya 🙏🙏",4
Update meluli boss,1
Good,5
Aplikasi kok jadi tambah ribet. Data sebelumnya kemana kok malah harus isi data data lagi. Sudah diisi malah bilangnya sertifikat tidak tersedia. Aplikasi nyusahin,1
"Sebelum2 bagus,alhamdulillah tdk ada kendala,mudah2an seterus y bagus tdk ada kesulitan stiap mau buka apk,",5
Broken,1
Aplikasi Pendukung menuju Era New Normal,5
"Aplikasi butut, ngisi tanggal harus mundur mau dwonload sertifikasi kaga bisa mulu, padahal udh di vaksin. Ribet ribet",5
Alhamdulillaah.. semg peduliLindungi semakin memudahkn masyarakat lndonesia,5
Sangat membantu,3
"Dikit2 pembaharuan, klo gk diperbaharui gk bisa scan. Apk Asu",1
Ribet,1
aplikasi ini sangat membantu! (◠‿・)—☆,5
Baik,4
444àaàasaaa444344,5
Ok,5
Ribet,1
Peduli lindungi protokol kesehatan oke,5
"Setelah update masih tidak bisa cek sertifikat vaksin.. Aplikasi sampah! Sekelas aplikasi pemerintah masih seperti ini... Sudah bbrpa bulan tidak bisa cek sertifikat.. Di arahkan cek di web.. Sangat buang2 anggaran jika cek sertifikat vaksin tetap harus melalui web, untuk apa ada aplikasi? Cek di web Sangat merepotkan karena harus mengingat tanggal vaksinasi.. Tolong segera perbaiki!!!",1
😙,2
"Aplikasix sangat membantu tanpa tedeng eleng""",5
Udah kelar vaksinasi malah buka aplikasi data hilang semua mau ngadu kemana ini,1
Lolaa bgt,1
Good,5
Ok mantap,5
Bagus,5
Ok,5
👍,5
Good,5
Dengan adanya vacsinasi covit 19 pejalanan umroh aman dalampemeriksaan lancar dlm perjalanan hingga pulang dgn selamat trms,3
"gabisa login pdhl nik udh terdaftar, hrusnya ada login via nik, nyusahin aja tiap masuk mall nyuruh scan tpi apknya aja kek gini",1
Cukup memuaskan .,5
Luar biasa buat saya dan membantu saya untuk bepergian kemana mana,4
Baru coba 🙏,2
Sudah selesai vaksin 2 kok sampai sekarang sertifikatnya belum ada di akun. Gak jelas cara kerja kalian. Kecewa saya.,1
Ok,5
Aplikasi yang sangat membantu prokes,5
"Aku uda daftar pas awal download tapi aku buka aplikasinya kok ndak bisa dan suruh daftar lagi,apa harus nunggu 1-2 hari baru bisa di buka aplikasinya kak?",4
Sering update tapi malah gak bisa di buka,1
Sangatmembantu,5
Aplikasi terus mengalami forced close pada seri HP Nokia 3.1 (plus). Padahal aplikasi sudah terupdate versi terbaru.,2
Sangat nagus,5
𝘽𝙖𝙜𝙪𝙨 𝙨𝙖𝙣𝙜𝙖𝙩 𝙢𝙚𝙢𝙗𝙖𝙣𝙩𝙪 𝙨𝙚𝙠𝙖𝙡𝙞,5
"Ampas , sertif vaksin engga muncul",1
Oke,5
Ok,5
"Tolong jaga Data User aplikasi ini. Jangan sampe bocor,karena bisa beresiko untuk Si pengguna aplikasi",5
Kalo bisa tambah mode gelap sma mode offline donk biar bisa ttep buka wlaupun d daerah sulit sinyal+minim quota..,3
